Ref No,Contract Title,Directorate,Department,Team Name,Contract Owner,CPS allocated to,Term Contract,OJEU,Awarded,Has ext option,Serivce type,Budget,Actual cost,Est cost,Cost variance,Duration (months),Extended,Ext post contract,Auth to tender,Framework Agreement,Initial start date,Initial end date,Ext start date,Ext end date,Successful supplier
5581,Provision of anti-entanglement Breathing Apparatus cylinder covers,Finance and Contractual Services,Technical and Service Support,Protective Equipment Group,Geoffrey Avis,Samantha Groves,No,No,Yes,Yes,Goods/Service,Expenditure,"£ 41,090","£ 49,000","(£ 7,910)",36,Yes,No,Budget Holder Approval,,01/05/2014,30/04/2019,30/04/2017,30/04/2019, Ulster Supported Employment Ltd
5571,Supply of ICT Hardware Support and Maintenance Services,Finance and Contractual Services,Information and Communications Technology ,ICT Management,Julian Martin,Lesley Troke,Yes,No,Yes,No,Goods/Service,Expenditure,"£ 1,737,870","£ 1,500,000","£ 237,870",60,No,No,Committee Decision,GPS,28/02/2014,27/02/2019,,, Computacenter (UK) Ltd
5558,Scientific Services,Finance and Contractual Services,Procurement,Contracts Management Group,Justin Ali,Gillian Maxwell,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 3,526,200","£ 3,530,829","(£ 4,629)",36,Yes,No,Committee Decision,,01/03/2014,28/02/2017,28/02/2017,28/02/2018, Bureau Veritas UK Ltd
5554,Rank and Role Markings,Finance and Contractual Services,Procurement,Corporate Procurement Services,Gillian Maxwell,Gillian Maxwell,Yes,No,Yes,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,36,Yes,No,Committee Decision,,01/03/2014,28/02/2017,28/02/2017,28/02/2019, Wyedean Weaving Co Ltd
5550,Property PFI Project,Finance and Contractual Services,Technical and Service Support,Leavers,Marguerite Cameron,Michael McCarthy,Yes,No,Yes,No,Goods/Service,Expenditure,£ 0,£ 0,£ 0,330,No,No,Committee Decision,,01/08/2013,04/02/2041,,, Blue3 (London) Ltd
5529,Vehicle Inspections and Fitting of Blues and Twos,Finance and Contractual Services,Procurement,Vehicle Administration,Floyd Phillip,Robert Fisher,Yes,No,Yes,Yes,Goods/Service,Expenditure,£ 0,"£ 130,000","(£ 130,000)",43,Yes,No,Budget Holder Approval,,01/12/2013,30/06/2017,01/07/2017,30/06/2018, Pullman Motors
5522,Fleet and Operational Equipment Items Management and Maintenance Contract,Finance and Contractual Services,Procurement,Contracts Management Group,Jonathan Reid,Gillian Maxwell,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 162,273,000","£ 169,000,000","(£ 6,727,000)",252,No,No,Committee Decision,,13/11/2014,12/11/2035,,, Babcock Critical Services Ltd
5505,Emergency Fire Crew Capability Services,Finance and Contractual Services,Procurement,Corporate Procurement Services,Gillian Maxwell,Gillian Maxwell,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,£ 0,"£ 20,000,000","(£ 20,000,000)",72,No,No,Committee Decision,,13/11/2014,12/11/2020,,, Securitas Security Services (UK) Ltd
5504,Provision of Cable Cutter Pouches,Safety and Assurance,Operational Policy,Croydon (Team),Philip Morton,Hitesh Mistry,Yes,No,Yes,Yes,Goods/Service,Expenditure,£ 0,"£ 16,000","(£ 16,000)",36,Yes,No,Budget Holder Approval,,09/09/2013,08/09/2016,08/09/2016,08/09/2018, First Products (Sussex) Ltd
5501,Provision of Guardian Services at Authority Premises,Finance and Contractual Services,Technical and Service Support,Estates & Major Works,Paul Greenwood,Anouska Herman,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 190,000",£ 0,"£ 190,000",36,Yes,No,Committee Decision,,01/10/2013,30/09/2016,01/10/2017,30/09/2018, Vigilance Properties Ltd
5479,White Shirts and T Shirts,Finance and Contractual Services,Procurement,Corporate Procurement Services,Gillian Maxwell,Gillian Maxwell,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,£ 0,"£ 122,000","(£ 122,000)",36,Yes,No,Committee Decision,,01/08/2013,31/07/2016,01/08/2016,31/07/2018," Hunter Apparel&#x0D;
Burlington Uniforms "
5458,Provision of Insurance  Services,Finance and Contractual Services,Finance,Accountancy & Treasury,Peter Risby,Robert Fisher,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,60,Yes,No,Committee Decision,,01/07/2013,30/06/2016,30/06/2016,30/06/2018, Risk Management Partners Ltd
5444,Written schemes of examination for high pressure air systems,Finance and Contractual Services,Technical and Service Support,Protective Equipment Group,Geoffrey Avis,Janet Finn,No,No,Yes,Yes,Goods/Service,Expenditure,"£ 20,400","£ 45,000","(£ 24,600)",36,Yes,No,Budget Holder Approval,,01/01/2013,31/12/2015,31/12/2015,31/12/2017, Gas & Air Services UK
5436,Laundry & Dry Cleaning,Finance and Contractual Services,Procurement,Contracts Management Group,Justin Ali,Anouska Herman,Yes,No,Yes,Yes,Goods/Service,Expenditure,"£ 450,000","£ 450,000",£ 0,48,Yes,No,Budget Holder Approval,,01/02/2013,31/01/2017,31/01/2017,31/01/2018, Sunlight (now Berendsen)
5422,Occupational Health,Finance and Contractual Services,Human Resources Management,Employment Relations,David Amis,Gillian Maxwell,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 3,600,000","£ 3,600,000",£ 0,36,Yes,No,Committee Decision,,01/04/2013,31/03/2016,01/04/2016,04/03/2018, Healthcare Management Ltd
5414,Station Based Workwear,Finance and Contractual Services,Procurement,Corporate Procurement Services,Gillian Maxwell,Gillian Maxwell,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,36,Yes,No,Committee Decision,,01/07/2013,30/06/2016,01/07/2016,30/06/2018," Hunter Apparel&#x0D;
Burlington Uniforms "
5390,Provision of Stand-by  bags,Finance and Contractual Services,Procurement,Corporate Procurement Services,Gillian Maxwell,Dean Kinsella,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 180,000","£ 180,000",£ 0,48,Yes,No,Budget Holder Approval,,15/12/2012,14/12/2016,14/12/2016,14/12/2018, Business Image Ltd
5350,Control and Mobilising Services,Finance and Contractual Services,Procurement,Corporate Procurement Services,Gillian Maxwell,Gillian Maxwell,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 19,601,893","£ 17,500,000","£ 2,101,893",120,No,No,Committee Decision,,01/08/2012,01/08/2022,,, Capita Secure Information Solutions Ltd
5315,Hard FM Contracts,Finance and Contractual Services,Technical and Service Support,Leavers,Marguerite Cameron,Michael McCarthy,Yes,Yes,Yes,Yes,Works,Expenditure,"£ 14,947,370","£ 14,947,370",£ 0,60,Yes,No,Committee Decision,,01/04/2012,31/03/2017,01/04/2018,31/03/2019," ENGIE Services Ltd, Kier Facilities Services Ltd (lot 2)"
5300,Provision of a Managed Archived Records Storage Service,Finance and Contractual Services,Information and Communications Technology ,Business Intelligence,David Morris,Hitesh Mistry,Yes,No,Yes,Yes,Goods/Service,Expenditure,"£ 175,000","£ 280,000","(£ 105,000)",60,Yes,No,Budget Holder Approval,,02/06/2011,01/06/2016,31/05/2017,01/06/2018, Document Warehouse (previously NEXUS Property Solutions Ltd )
5290,FOfT,Finance and Contractual Services,Procurement,Contracts Management Group,Jonathan Reid,Gillian Maxwell,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 366,705,402","£ 366,705,402",£ 0,120,No,No,Committee Decision,,01/04/2012,31/03/2022,,, Babcock Training Ltd
5278,"Provision of the Preservation, Digitisation and Marketing of LFB's Photographic Archive",Finance and Contractual Services,Information and Communications Technology ,Enterprise Application Delivery,Robert Stansbie,Hitesh Mistry,Yes,No,Yes,Yes,Goods/Service,Income,"£ 10,000","£ 70,000","(£ 60,000)",60,Yes,No,Budget Holder Approval,,25/07/2011,24/07/2016,24/07/2016,24/07/2018, Mary Evans Picture Library
5059,Waste collection service for discarded hosing materials,Finance and Contractual Services,Procurement,Sustainable Development,Nicole Fletcher,Robert Fisher,Yes,No,Yes,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,60,Yes,No,Committee Decision,,01/04/2009,01/04/2014,,01/04/2019, Eako Limited
4907,Provision of Banking Services,Finance and Contractual Services,Finance,Budget,Rory Murphy,Anouska Herman,Yes,No,Yes,Yes,Goods/Service,Expenditure,"£ 27,693","£ 33,000","(£ 5,307)",36,Yes,No,Standing Order,,01/07/2008,30/06/2016,30/06/2016,30/06/2018, The Royal Bank of Scotland plc
4877,Provision of PPE,Safety and Assurance,Operational Policy,Leavers,Ian Mcdonell,Gillian Maxwell,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 16,000,000","£ 24,000,000","(£ 8,000,000)",96,Yes,No,Committee Decision,,16/10/2008,15/10/2016,15/10/2016,15/10/2018, Bristol Uniforms Ltd.
4762,Hire of trucks for BDC,Finance and Contractual Services,Procurement,Corporate Procurement Services,Brendan O'Sullivan,Robert Fisher,Yes,No,Yes,Yes,Goods/Service,Expenditure,"£ 27,000","£ 38,000","(£ 11,000)",84,Yes,No,Delegated Authority,,12/12/2007,11/12/2014,30/03/2017,30/03/2018, Toyota Material Handling UK Rental Ltd
,,,,,,,,,,,,,,,,,,,,,,,,,
